Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","196","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","478.455","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","469.782","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","295.736","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","647.55","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","964.83","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","486.51","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","478.32","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","299.901","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","660.381","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","982.194","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","494.964","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","487.231","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","305.847","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","671.119","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","1000.35","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","503.815","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","496.534","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","312.451","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","681.112","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","1018.684","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","512.738","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","505.947","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","319.186","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","691.224","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","1037.062","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","521.68","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","515.381","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","326.096","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","701.562","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","1055.438","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","530.622","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","524.816","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","333.253","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","712.256","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","1073.873","X","Figure from international organizations",""
